cik,ticker,legal_name,exchange,market_tier,security_type,nasdaq_listing_date,listing_date_basis,listing_confidence,initial_matrix_due_date,in_scope_nasdaq,broad_cohort,narrow_matured_cohort,edge_case,exclusion_reason,confidence,review_reason,initial_matrix_status,initial_matrix_source,initial_matrix_confidence,notes
2016420,,Chenghe Acquisition II Co.,NYSE,,unit,2024-06-07,pricing_proxy,0.75,2025-06-07,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1930147,SPMC,"Sound Point Meridian Capital, Inc.",NYSE,,common stock,2024-06-18,pricing_proxy,0.75,2025-06-18,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1897463,GRAF,Graf Global Corp.,NYSE,,unit,2024-06-27,pricing_proxy,0.75,2025-06-27,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1997652,TBN,Tamboran Resources Corp,NYSE,,common stock,2024-06-27,pricing_proxy,0.75,2025-06-27,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1995807,LB,LandBridge Co LLC,NYSE,,common stock,2024-06-28,pricing_proxy,0.75,2025-06-28,0,0,0,0,fund_or_etf_etp,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1756655,ARDT,"Ardent Health, Inc.",NYSE,,common stock,2024-07-18,pricing_proxy,0.75,2025-07-18,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1998043,PDCC,Pearl Diver Credit Co Inc.,NYSE,,common stock,2024-07-19,pricing_proxy,0.75,2025-07-19,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1852551,NVA,Nova Minerals Ltd,NYSE,Capital Market,ADS,2024-07-24,pricing_proxy,0.75,2025-07-24,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2014596,CON,"Concentra Group Holdings Parent, Inc.",NYSE,,common stock,2024-07-26,pricing_proxy,0.75,2025-07-26,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1795091,OSTX,OS Therapies Inc,NYSE,,common stock,2024-08-01,pricing_proxy,0.75,2025-08-01,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2012964,,AA Mission Acquisition Corp.,NYSE,,unit,2024-08-02,pricing_proxy,0.75,2025-08-02,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2021042,,Presidio MidCo Inc.,NYSE,,unit,2024-08-08,pricing_proxy,0.75,2025-08-08,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2015947,SBXD,SilverBox Corp IV,NYSE,,unit,2024-08-16,pricing_proxy,0.75,2025-08-16,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1948864,HCWC,HEALTHY CHOICE WELLNESS CORP.,NYSE,,common stock,2024-09-16,pricing_proxy,0.75,2025-09-16,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1834105,IBO,IMPACT BIOMEDICAL INC.,NYSE,,common stock,2024-09-17,pricing_proxy,0.75,2025-09-17,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1962011,KAPA,"Kairos Pharma, LTD.",NYSE,,common stock,2024-09-17,pricing_proxy,0.75,2025-09-17,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1802255,GRDN,"Guardian Pharmacy Services, Inc.",NYSE,,common stock,2024-09-26,pricing_proxy,0.75,2025-09-26,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1836754,LGCY,Legacy Education Inc.,NYSE,,common stock,2024-09-27,pricing_proxy,0.75,2025-09-27,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1838406,BKV,BKV Corp,NYSE,,common stock,2024-09-27,pricing_proxy,0.75,2025-09-27,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1988494,FVR,"FrontView REIT, Inc.",NYSE,,common stock,2024-10-02,pricing_proxy,0.75,2025-10-02,0,0,0,0,fund_or_etf_etp,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2025410,SARO,"StandardAero, Inc.",NYSE,,common stock,2024-10-02,pricing_proxy,0.75,2025-10-02,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1392272,CBNA,CHAIN BRIDGE BANCORP INC,NYSE,,common stock,2024-10-07,pricing_proxy,0.75,2025-10-07,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1873529,KLC,"KinderCare Learning Companies, Inc.",NYSE,,common stock,2024-10-09,pricing_proxy,0.75,2025-10-09,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1897762,INGM,Ingram Micro Holding Corp,NYSE,,common stock,2024-10-24,pricing_proxy,0.75,2025-10-24,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1472326,GRO,Brazil Potash Corp.,NYSE,,common stock,2024-11-27,pricing_proxy,0.75,2025-11-27,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1770501,VENU,Venu Holding Corp,NYSE,,common stock,2024-11-27,pricing_proxy,0.75,2025-11-27,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2000230,BRIA,BrilliA Inc,NYSE,,ordinary shares,2024-11-27,pricing_proxy,0.75,2025-11-27,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2039058,JACS,Jackson Acquisition Co II,NYSE,,unit,2024-12-11,pricing_proxy,0.75,2025-12-11,0,0,0,1,spac_or_blank_check,0.9,boundary_date_uncertainty;edge_date_2024-12-11;listing_date_confidence_below_0.8,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2029492,MLAC,Mountain Lake Acquisition Corp.,Nasdaq,Global Market,ordinary shares,2024-12-13,first_trading,0.94,2025-12-13,0,0,0,0,spac_or_blank_check,0.9,boundary_date_uncertainty,,,,
2032528,DRDB,Roman DBDR Acquisition Corp. II,Nasdaq,Global Market,unit,2024-12-13,first_trading,0.94,2025-12-13,0,0,0,0,spac_or_blank_check,0.9,boundary_date_uncertainty,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company
